"Export for HP:0000118"
"Gene","Associated diseases"
"SMAD9 (4093)","PULMONARY HYPERTENSION, PRIMARY, 2 (OMIM:615342)"
"MAF (4094)","Cataract-microcornea syndrome (ORPHA:1377), CATARACT 21, MULTIPLE TYPES (OMIM:610202), AYME-GRIPP SYNDROME (OMIM:601088)"
"MAG (4099)","SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSI... (OMIM:616680)"
"NAT8L (339983)","N-ACETYLASPARTATE DEFICIENCY (OMIM:614063)"
"MAK (4117)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 62 (OMIM:614181)"
"ZFYVE27 (118813)","SPASTIC PARAPLEGIA 33, AUTOSOMAL DOMINAN... (OMIM:610244)"
"MAN2B1 (4125)","MANNOSIDOSIS, ALPHA B, LYSOSOMAL (OMIM:248500)"
"MANBA (4126)","MANNOSIDOSIS, BETA A, LYSOSOMAL (OMIM:248510), Beta-mannosidosis (ORPHA:118)"
"MAOA (4128)","Monoamine oxidase A deficiency (ORPHA:3057), BRUNNER SYNDROME (OMIM:300615)"
"MAPT (4137)","PICK DISEASE OF BRAIN (OMIM:172700), FRONTOTEMPORAL DEMENTIA (OMIM:600274), Progressive non-fluent aphasia (ORPHA:100070), PARKINSON-DEMENTIA SYNDROMESUPRANUCLEAR ... (OMIM:260540), Behavioral variant of frontotemporal dem... (ORPHA:275864), SUPRANUCLEAR PALSY, PROGRESSIVE, 1 (OMIM:601104)"
"MARS (4141)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:616280), INTERSTITIAL LUNG AND LIVER DISEASE (OMIM:615486)"
"MAT1A (4143)","METHIONINE ADENOSYLTRANSFERASE DEFICIENC... (OMIM:250850)"
"MATN3 (4148)","Multiple epiphyseal dysplasia type 5 (ORPHA:93311), EPIPHYSEAL DYSPLASIA, MULTIPLE, 5 (OMIM:607078), SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MATRIL... (OMIM:608728), Spondyloepimetaphyseal dysplasia, matril... (ORPHA:156728)"
"SLC6A19 (340024)","IMINOGLYCINURIA (OMIM:242600), GLYCINURIA WITH OR WITHOUT OXALATE UROLI... (OMIM:138500), Hartnup disease (ORPHA:2116), HARTNUP DISORDER (OMIM:234500)"
"MC1R (4157)","Familial melanoma (ORPHA:618), Oculocutaneous albinism type 2 (ORPHA:79432), Large congenital melanocytic nevus (ORPHA:626)"
"MC2R (4158)","GLUCOCORTICOID DEFICIENCY 1 (OMIM:202200)"
"MC4R (4160)","Obesity due to melanocortin 4 receptor d... (ORPHA:71529), OBESITY (OMIM:601665)"
"CHST6 (4166)","MACULAR DYSTROPHY, CORNEAL, 1 (OMIM:217800)"
"MMP21 (118856)","HETEROTAXY, VISCERAL, 7, AUTOSOMAL (OMIM:616749)"
"MCM2 (4171)","DEAFNESS, AUTOSOMAL DOMINANT 70 (OMIM:616968)"
"MCM4 (4173)","NATURAL KILLER CELL AND GLUCOCORTICOID D... (OMIM:609981)"
"MCM6 (4175)","LACTOSE INTOLERANCE, ADULT TYPE (OMIM:223100)"
"GRXCR1 (389207)","DEAFNESS, AUTOSOMAL RECESSIVE 25 (OMIM:613285)"
"TRAC (28755)","T-CELL RECEPTOR-ALPHA/BETA DEFICIENCY (OMIM:615387)"
"BCL11A (53335)","INTELLECTUAL DEVELOPMENTAL DISORDER WITH... (OMIM:617101)"
"TMEM173 (340061)","STING-ASSOCIATED VASCULOPATHY, INFANTILE... (OMIM:615934)"
"MDH2 (4191)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:617339)"
"MDM2 (4193)","Well-differentiated liposarcoma (ORPHA:99971), Li-Fraumeni syndrome (ORPHA:524)"
"SGO1 (151648)","CHRONIC ATRIAL AND INTESTINAL DYSRHYTHMI... (OMIM:616201)"
"MECP2 (4204)","ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO ... (OMIM:300673), RETT SYNDROME (OMIM:312750), Atypical Rett syndrome (ORPHA:3095), Trisomy Xq28 (ORPHA:1762), MENTAL RETARDATION, X-LINKED, SYNDROMIC ... (OMIM:300055), LUBS X-LINKED MENTAL RETARDATION SYNDROM... (OMIM:300260), Rett syndrome (ORPHA:778), X-linked non-syndromic intellectual disa... (ORPHA:777)"
"MEF2C (4208)","5q14.3 microdeletion syndrome (ORPHA:228384), MENTAL RETARDATION, AUTOSOMAL DOMINANT 2... (OMIM:613443)"
"MEFV (4210)","Behçet disease (ORPHA:117), FAMILIAL MEDITERRANEAN FEVER, AUTOSOMAL ... (OMIM:134610), FAMILIAL MEDITERRANEAN FEVER (OMIM:249100), Familial Mediterranean fever (ORPHA:342)"
"MEIS2 (4212)","CLEFT PALATE, CARDIAC DEFECTS, AND MENTA... (OMIM:600987), 15q14 microdeletion syndrome (ORPHA:261190)"
"MAP3K1 (4214)","46,XY partial gonadal dysgenesis (ORPHA:251510), 46,XY complete gonadal dysgenesis (ORPHA:242), 46,XY SEX REVERSAL 6 (OMIM:613762)"
"MEN1 (4221)","Multiple endocrine neoplasia type 1 (ORPHA:652), Insulinoma (ORPHA:97279), Prolactinoma (ORPHA:2965), Familial isolated hyperparathyroidism (ORPHA:99879), MULTIPLE ENDOCRINE NEOPLASIA, TYPE I (OMIM:131100)"
"MEOX1 (4222)","KLIPPEL-FEIL SYNDROME, AUTOSOMAL RECESSI... (OMIM:214300), Isolated Klippel-Feil syndrome (ORPHA:2345)"
"MET (4233)","DEAFNESS, AUTOSOMAL RECESSIVE 97 (OMIM:616705), Pediatric hepatocellular carcinoma (ORPHA:33402), HEPATOCELLULAR CARCINOMA (OMIM:114550), RENAL CELL CARCINOMA, PAPILLARY, 1 (OMIM:605074)"
"GRXCR2 (643226)","DEAFNESS, AUTOSOMAL RECESSIVE 101 (OMIM:615837)"
"MGAT2 (4247)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:212066), MGAT2-CDG (ORPHA:79329)"
"CLIC5 (53405)","DEAFNESS, AUTOSOMAL RECESSIVE 103 (OMIM:616042)"
"KITLG (4254)","HYPERPIGMENTATION, FAMILIAL PROGRESSIVE (OMIM:145250), Waardenburg syndrome type 2 (ORPHA:895)"
"MGMT (4255)","Familial melanoma (ORPHA:618)"
"MGP (4256)","Keutel syndrome (ORPHA:85202), KEUTEL SYNDROME (OMIM:245150)"
"CIITA (4261)","BARE LYMPHOCYTE SYNDROME, TYPE II (OMIM:209920)"
"LIPH (200879)","HYPOTRICHOSIS 7 (OMIM:604379), Woolly hair (ORPHA:170), Hypotrichosis simplex (ORPHA:55654)"
"MID1 (4281)","OPITZ GBBB SYNDROME, TYPE I (OMIM:300000), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960)"
"MIF (4282)","Systemic-onset juvenile idiopathic arthr... (ORPHA:85414)"
"MIP (4284)","CATARACT 15, MULTIPLE TYPES (OMIM:615274)"
"ARL13B (200894)","JOUBERT SYNDROME 8 (OMIM:612291), Joubert syndrome (ORPHA:475)"
"MIPEP (4285)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:617228)"
"POC1B (282809)","CONE-ROD DYSTROPHY 20 (OMIM:615973), Cone rod dystrophy (ORPHA:1872)"
"MITF (4286)","TIETZ SYNDROME (OMIM:103500), ALBINISM, OCULAR, WITH SENSORINEURAL DEA... (OMIM:103470), COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA,... (OMIM:617306), Familial melanoma (ORPHA:618), WAARDENBURG SYNDROME, TYPE 2A (OMIM:193510), Waardenburg syndrome type 2 (ORPHA:895)"
"ATXN3 (4287)","MACHADO-JOSEPH DISEASE (OMIM:109150)"
"MLH1 (4292)","COLORECTAL CANCER, HEREDITARY NONPOLYPOS... (OMIM:609310), Muir-Torre syndrome (ORPHA:587), MUIR-TORRE SYNDROME (OMIM:158320), MISMATCH REPAIR CANCER SYNDROME (OMIM:276300), Lynch syndrome (ORPHA:144)"
"KMT2A (4297)","WIEDEMANN-STEINER SYNDROME (OMIM:605130), Cornelia de Lange syndrome (ORPHA:199)"
"NR3C2 (4306)","HYPERTENSION, EARLY-ONSET, AUTOSOMAL DOM... (OMIM:605115), PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOM... (OMIM:177735)"
"TRPM1 (4308)","Congenital stationary night blindness (ORPHA:215), NIGHT BLINDNESS, CONGENITAL STATIONARY, ... (OMIM:613216)"
"MME (4311)","SPINOCEREBELLAR ATAXIA 43 (OMIM:617018), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:617017)"
"MMP1 (4312)","Severe generalized recessive dystrophic ... (ORPHA:79408), PULMONARY DISEASE, CHRONIC OBSTRUCTIVE (OMIM:606963)"
"MMP2 (4313)","TORG-WINCHESTER SYNDROME (OMIM:259600)"
"MMP9 (4318)","Metaphyseal anadysplasia (ORPHA:1040), METAPHYSEAL ANADYSPLASIA 2 (OMIM:613073)"
"MMP13 (4322)","Metaphyseal anadysplasia (ORPHA:1040), Metaphyseal chondrodysplasia, Spahr type (ORPHA:2501), Spondyloepimetaphyseal dysplasia, Missou... (ORPHA:93356), METAPHYSEAL CHONDRODYSPLASIA, SPAHR TYPE (OMIM:250400), SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MISSOU... (OMIM:602111)"
"MMP14 (4323)","WINCHESTER SYNDROME (OMIM:277950)"
"MMP19 (4327)","CAVITARY OPTIC DISC ANOMALIES (OMIM:611543)"
"ALDH6A1 (4329)","METHYLMALONATE SEMIALDEHYDE DEHYDROGENAS... (OMIM:614105)"
"MN1 (4330)","MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO (OMIM:607174)"
"MOCS1 (4337)","MOLYBDENUM COFACTOR DEFICIENCY, COMPLEME... (OMIM:252150)"
"MOCS2 (4338)","MOLYBDENUM COFACTOR DEFICIENCY, COMPLEME... (OMIM:252160)"
"MOG (4340)","NARCOLEPSY 7 (OMIM:614250), Narcolepsy-cataplexy syndrome (ORPHA:2073)"
"MPI (4351)","MPI-CDG (ORPHA:79319), CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:602579)"
"DUOXA2 (405753)","THYROID HORMONOGENESIS, GENETIC DEFECT I... (OMIM:274900), Familial thyroid dyshormonogenesis (ORPHA:95716)"
"MPL (4352)","THROMBOCYTHEMIA 2 (OMIM:601977), Familial thrombocytosis (ORPHA:71493), AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGEN... (OMIM:604498), Congenital amegakaryocytic thrombocytope... (ORPHA:3319), Polycythemia vera (ORPHA:729), Essential thrombocythemia (ORPHA:3318), MYELOFIBROSIS (OMIM:254450)"
"MPO (4353)","MYELOPEROXIDASE DEFICIENCY (OMIM:254600)"
"MPV17 (4358)","MITOCHONDRIAL DNA DEPLETION SYNDROME 6 (... (OMIM:256810)"
"MPZ (4359)","NEUROPATHY, CONGENITAL HYPOMYELINATING (OMIM:605253), CHARCOT-MARIE-TOOTH DISEASE, DOMINANT IN... (OMIM:607791), ROUSSY-LEVY HEREDITARY AREFLEXIC DYSTASI... (OMIM:180800), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607677), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607736), Roussy-Lévy syndrome (ORPHA:3115), HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTT... (OMIM:145900), CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATI... (OMIM:118200)"
"MRE11 (4361)","ATAXIA-TELANGIECTASIA-LIKE DISORDER 1 (OMIM:604391), Hereditary breast and ovarian cancer syn... (ORPHA:145)"
"CCDC22 (28952)","3C syndrome (ORPHA:7), RITSCHER-SCHINZEL SYNDROME 2 (OMIM:300963)"
"LAMTOR2 (28956)","IMMUNODEFICIENCY DUE TO DEFECT IN MAPBP-... (OMIM:610798), Primary immunodeficiency syndrome due to... (ORPHA:90023)"
"DCPS (28960)","AL-RAQAD SYNDROME (OMIM:616459)"
"OSTM1 (28962)","OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5 (OMIM:259720)"
"LIN28B (389421)","Neuroblastoma (ORPHA:635)"
"ACAD9 (28976)","MITOCHONDRIAL COMPLEX I DEFICIENCY DUE T... (OMIM:611126)"
"FLVCR1 (28982)","POSTERIOR COLUMN ATAXIA WITH RETINITIS P... (OMIM:609033)"
"IYD (389434)","THYROID HORMONOGENESIS, GENETIC DEFECT I... (OMIM:274800), Familial thyroid dyshormonogenesis (ORPHA:95716)"
"LIPN (643418)","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESS... (OMIM:613943), Lamellar ichthyosis (ORPHA:313)"
"MSH2 (4436)","Muir-Torre syndrome (ORPHA:587), LYNCH SYNDROME I (OMIM:120435), MUIR-TORRE SYNDROME (OMIM:158320), MISMATCH REPAIR CANCER SYNDROME (OMIM:276300), Lynch syndrome (ORPHA:144)"
"MSH3 (4437)","FAMILIAL ADENOMATOUS POLYPOSIS 4 (OMIM:617100), ENDOMETRIAL CANCER (OMIM:608089)"
"MSH5 (4439)","PREMATURE OVARIAN FAILURE 13 (OMIM:617442)"
"RBM20 (282996)","Familial isolated dilated cardiomyopathy (ORPHA:154), CARDIOMYOPATHY, DILATED, 1DD (OMIM:613172)"
"BCO1 (53630)","CAROTENEMIA, FAMILIAL (OMIM:115300)"
"MSN (4478)","IMMUNODEFICIENCY 50 (OMIM:300988)"
"MSR1 (4481)","BARRETT ESOPHAGUS (OMIM:614266), PROSTATE CANCER (OMIM:176807)"
"MST1 (4485)","Primary sclerosing cholangitis (ORPHA:171)"
"MSX1 (4487)","WITKOP SYNDROME (OMIM:189500), Oligodontia (ORPHA:99798), OROFACIAL CLEFT 5 (OMIM:608874), TOOTH AGENESIS, SELECTIVE, 1 (OMIM:106600), Hypodontia-dysplasia of nails syndrome (ORPHA:2228)"
"MSX2 (4488)","PARIETAL FORAMINA (OMIM:168500), PARIETAL FORAMINA WITH CLEIDOCRANIAL DYS... (OMIM:168550), CRANIOSYNOSTOSIS 2 (OMIM:604757)"
"C1GALT1C1 (29071)","TN POLYAGGLUTINATION SYNDROME (OMIM:300622)"
"SETD2 (29072)","Sotos syndrome (ORPHA:821), LUSCAN-LUMISH SYNDROME (OMIM:616831)"
"NDUFAF4 (29078)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"ATP6 (4508)","Leber hereditary optic neuropathy (ORPHA:104), LEBER OPTIC ATROPHY (OMIM:535000), NEUROPATHY, ATAXIA, AND RETINITIS PIGMEN... (OMIM:551500)"
"ATP8 (4509)","Kearns-Sayre syndrome (ORPHA:480)"
"TRNC (4511)","MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000)"
"COX1 (4512)","MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), Leber hereditary optic neuropathy (ORPHA:104)"
"COX2 (4513)","MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000)"
"UBE2T (29089)","Fanconi anemia (ORPHA:84), FANCONI ANEMIA, COMPLEMENTATION GROUP T (OMIM:616435)"
"COX3 (4514)","MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), Leber hereditary optic neuropathy (ORPHA:104), LEBER OPTIC ATROPHY (OMIM:535000)"
"CYTB (4519)","MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), Leber hereditary optic neuropathy (ORPHA:104), LEBER OPTIC ATROPHY (OMIM:535000)"
"UQCC3 (790955)","MITOCHONDRIAL COMPLEX III DEFICIENCY, NU... (OMIM:616111)"
"FEZF1 (389549)","HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR ... (OMIM:146110), Kallmann syndrome (ORPHA:478), HYPOGONADOTROPIC HYPOGONADISM 22 WITH OR... (OMIM:616030)"
"MTHFR (4524)","Isolated anencephaly/exencephaly (ORPHA:1048), HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,... (OMIM:236250)"
"TBK1 (29110)","Amyotrophic lateral sclerosis (ORPHA:803), FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPH... (OMIM:616439)"
"MTM1 (4534)","X-linked centronuclear myopathy (ORPHA:596), MYOPATHY, CENTRONUCLEAR, X-LINKED (OMIM:310400)"
"ND1 (4535)","Isolated complex I deficiency (ORPHA:2609), MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), Leber hereditary optic neuropathy (ORPHA:104), LEBER OPTIC ATROPHY (OMIM:535000)"
"ND2 (4536)","Isolated complex I deficiency (ORPHA:2609), Leber hereditary optic neuropathy (ORPHA:104), LEBER OPTIC ATROPHY (OMIM:535000)"
"ND3 (4537)","Isolated complex I deficiency (ORPHA:2609)"
"ND4 (4538)","MELAS (ORPHA:550), Leber hereditary optic neuropathy (ORPHA:104), LEBER OPTIC ATROPHY (OMIM:535000)"
"ND4L (4539)","Leber hereditary optic neuropathy (ORPHA:104), LEBER OPTIC ATROPHY (OMIM:535000)"
"ND5 (4540)","MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), Leber hereditary optic neuropathy (ORPHA:104), LEBER OPTIC ATROPHY (OMIM:535000), MERRF (ORPHA:551)"
"ND6 (4541)","MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), Leber hereditary optic neuropathy (ORPHA:104), LEBER OPTIC ATROPHY (OMIM:535000)"
"CTNNA3 (29119)","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLAS... (OMIM:615616)"
"MTTP (4547)","ABETALIPOPROTEINEMIA (OMIM:200100), Abetalipoproteinemia (ORPHA:14)"
"ANKRD11 (29123)","KBG SYNDROME (OMIM:148050), 16q24.3 microdeletion syndrome (ORPHA:261250)"
"MTR (4548)","HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, CBL... (OMIM:250940)"
"RNR1 (4549)","MERRF (ORPHA:551)"
"MTRR (4552)","HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, CBL... (OMIM:236270), Methylcobalamin deficiency type cblE (ORPHA:2169)"
"FLCN (201163)","Birt-Hogg-Dubé syndrome (ORPHA:122), COLORECTAL CANCER (OMIM:114500), PNEUMOTHORAX, PRIMARY SPONTANEOUS (OMIM:173600), POTOCKI-LUPSKI SYNDROME (OMIM:610883), BIRT-HOGG-DUBE SYNDROME (OMIM:135150), Familial spontaneous pneumothorax (ORPHA:2903), RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700)"
"TRNE (4556)","Maternally-inherited diabetes and deafne... (ORPHA:225)"
"TRNF (4558)","MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), MERRF (ORPHA:551), MYOCLONIC EPILEPSY ASSOCIATED WITH RAGGE... (OMIM:545000)"
"TRNH (4564)","MELAS (ORPHA:550), MERRF (ORPHA:551)"
"TRNI (4565)","MYOCLONIC EPILEPSY ASSOCIATED WITH RAGGE... (OMIM:545000)"
"TRNK (4566)","Maternally-inherited diabetes and deafne... (ORPHA:225), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), Maternally-inherited cardiomyopathy and ... (ORPHA:1349), MERRF (ORPHA:551), MYOCLONIC EPILEPSY ASSOCIATED WITH RAGGE... (OMIM:545000)"
"TRNL1 (4567)","Maternally-inherited diabetes and deafne... (ORPHA:225), MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), Kearns-Sayre syndrome (ORPHA:480), MERRF (ORPHA:551), MYOCLONIC EPILEPSY ASSOCIATED WITH RAGGE... (OMIM:545000)"
"TRNN (4570)","MITOCHONDRIAL COMPLEX IV DEFICIENCY (OMIM:220110)"
"TRNP (4571)","MERRF (ORPHA:551), MYOCLONIC EPILEPSY ASSOCIATED WITH RAGGE... (OMIM:545000)"
"TRNQ (4572)","MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), MERRF (ORPHA:551)"
"TRNS1 (4574)","Palmoplantar keratoderma-deafness syndro... (ORPHA:2202), DEAFNESS, AMINOGLYCOSIDE-INDUCED (OMIM:580000), MITOCHONDRIAL COMPLEX IV DEFICIENCY (OMIM:220110), MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), MERRF (ORPHA:551)"
"TRNS2 (4575)","MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), Usher syndrome type 3 (ORPHA:231183), MERRF (ORPHA:551)"
"TRNT (4576)","MYOPATHY, MITOCHONDRIAL, LETHAL INFANTIL... (OMIM:551000)"
"TRNV (4577)","MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000)"
"TRNW (4578)","MELAS (ORPHA:550), MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, ... (OMIM:540000), MITOCHONDRIAL MYOPATHY (OMIM:251900)"
"MUC1 (4582)","MEDULLARY CYSTIC KIDNEY DISEASE 1 (OMIM:174000)"
"TRIM37 (4591)","MULIBREY nanism (ORPHA:2576), MULIBREY NANISM (OMIM:253250)"
"MUSK (4593)","FETAL AKINESIA DEFORMATION SEQUENCE (OMIM:208150), Fetal akinesia deformation sequence (ORPHA:994), MYASTHENIC SYNDROME, CONGENITAL, 9, ASSO... (OMIM:616325)"
"MUT (4594)","METHYLMALONIC ACIDURIA DUE TO METHYLMALO... (OMIM:251000), Vitamin B12-unresponsive methylmalonic a... (ORPHA:79312), Vitamin B12-unresponsive methylmalonic a... (ORPHA:289916)"
"MUTYH (4595)","PILOMATRIXOMA (OMIM:132600), FAMILIAL ADENOMATOUS POLYPOSIS, 2 (OMIM:608456), GASTRIC CANCERGASTRIC CANCER, INTESTINAL... (OMIM:613659)"
"H19 (283120)","Isolated hemihyperplasia (ORPHA:2128), SILVER-RUSSELL SYNDROME (OMIM:180860), BECKWITH-WIEDEMANN SYNDROME (OMIM:130650), WILMS TUMOR 1 (OMIM:194070), MULTIPLE TUMOR-ASSOCIATED CHROMOSOME REG... (OMIM:194071), Nephroblastoma (ORPHA:654)"
"MVD (4597)","POROKERATOSIS 7, DISSEMINATED SUPERFICIA... (OMIM:614714), Disseminated superficial actinic poroker... (ORPHA:79152)"
"MVK (4598)","Mevalonic aciduria (ORPHA:29), Porokeratosis of Mibelli (ORPHA:735), HYPER-IGD SYNDROME (OMIM:260920), POROKERATOSIS 3, MULTIPLE TYPES (OMIM:175900), MEVALONIC ACIDURIA (OMIM:610377), Hyperimmunoglobulinemia D with periodic ... (ORPHA:343), Disseminated superficial actinic poroker... (ORPHA:79152)"
"MYBPC1 (4604)","ARTHROGRYPOSIS, DISTAL, TYPE 1B (OMIM:614335), LETHAL CONGENITAL CONTRACTURE SYNDROME 4 (OMIM:614915), Digitotalar dysmorphism (ORPHA:1146)"
"MYBPC3 (4607)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 4 (OMIM:115197), Familial isolated dilated cardiomyopathy (ORPHA:154), LEFT VENTRICULAR NONCOMPACTION 10 (OMIM:615396)"
"MYC (4609)","BURKITT LYMPHOMA (OMIM:113970), Burkitt lymphoma (ORPHA:543)"
"MYCN (4613)","Neuroblastoma (ORPHA:635), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960), FEINGOLD SYNDROME 1 (OMIM:164280)"
"MYD88 (4615)","Pyogenic bacterial infections due to MyD... (ORPHA:183713), MACROGLOBULINEMIA, WALDENSTROM, SUSCEPTI... (OMIM:153600), Waldenström macroglobulinemia (ORPHA:33226)"
"MYF6 (4618)","MYOPATHY, CENTRONUCLEAR, 3 (OMIM:614408)"
"MYH2 (4620)","MYOPATHY, PROXIMAL, AND OPHTHALMOPLEGIA (OMIM:605637)"
"MYH3 (4621)","ARTHROGRYPOSIS, DISTAL, TYPE 2A (OMIM:193700), ARTHROGRYPOSIS, DISTAL, TYPE 2B (OMIM:601680), Freeman-Sheldon syndrome (ORPHA:2053), ARTHROGRYPOSIS, DISTAL, TYPE 8 (OMIM:178110), Digitotalar dysmorphism (ORPHA:1146), Sheldon-Hall syndrome (ORPHA:1147)"
"MYH6 (4624)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1... (OMIM:613251), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1 (OMIM:192600), CARDIOMYOPATHY, DILATED, 1EE (OMIM:613252), ATRIAL SEPTAL DEFECT 3 (OMIM:614089), Familial isolated dilated cardiomyopathy (ORPHA:154)"
"MYH7 (4625)","MYOPATHY, MYOSIN STORAGE (OMIM:608358), Familial isolated dilated cardiomyopathy (ORPHA:154), Ebstein malformation (ORPHA:1880), SCAPULOPERONEAL MYOPATHY, MYH7-RELATED (OMIM:181430), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1 (OMIM:192600), MYOPATHY, MYOSIN STORAGE, AUTOSOMAL RECE... (OMIM:255160), CARDIOMYOPATHY, DILATED, 1S (OMIM:613426), MYOPATHY, CONGENITAL, WITH FIBER-TYPE DI... (OMIM:255310), MYOPATHY, DISTAL, 1 (OMIM:160500)"
"MYH8 (4626)","ARTHROGRYPOSIS, DISTAL, TYPE 7 (OMIM:158300), Trismus-pseudocamptodactyly syndrome (ORPHA:3377), CARNEY COMPLEX VARIANT (OMIM:608837)"
"MYH9 (4627)","SEBASTIAN SYNDROME (OMIM:605249), MAY-HEGGLIN ANOMALY (OMIM:155100), EPSTEIN SYNDROME (OMIM:153650), MACROTHROMBOCYTOPENIA AND PROGRESSIVE SE... (OMIM:600208), FECHTNER SYNDROME (OMIM:153640), DEAFNESS, AUTOSOMAL DOMINANT NONSYNDROMI... (OMIM:603622)"
"MYH11 (4629)","Familial thoracic aortic aneurysm and ao... (ORPHA:91387), AORTIC ANEURYSM, FAMILIAL THORACIC 4 (OMIM:132900), Familial aortic dissection (ORPHA:229), Megacystis-microcolon-intestinal hypoper... (ORPHA:2241)"
"MYL2 (4633)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1... (OMIM:608758), Congenital fiber-type disproportion myop... (ORPHA:2020)"
"MYL3 (4634)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8 (OMIM:608751)"
"MYL4 (4635)","ATRIAL FIBRILLATION, FAMILIAL, 18 (OMIM:617280)"
"MYLK (4638)","Familial thoracic aortic aneurysm and ao... (ORPHA:91387), AORTIC ANEURYSM, FAMILIAL THORACIC 7 (OMIM:613780), Megacystis-microcolon-intestinal hypoper... (ORPHA:2241)"
"MYO1A (4640)","DEAFNESS, AUTOSOMAL DOMINANT 48 (OMIM:607841)"
"MYO1E (4643)","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6 (OMIM:614131)"
"MYO5A (4644)","Neuroectodermal melanolysosomal disease (ORPHA:33445), GRISCELLI SYNDROME, TYPE 1 (OMIM:214450), Griscelli disease type 1 (ORPHA:79476), Griscelli disease type 3 (ORPHA:79478)"
"MYO5B (4645)","DIARRHEA 2, WITH MICROVILLOUS ATROPHY (OMIM:251850)"
"MYO6 (4646)","DEAFNESS, AUTOSOMAL RECESSIVE 37 (OMIM:607821), DEAFNESS, AUTOSOMAL DOMINANT 22 (OMIM:606346)"
